territory_id,cluster,name
2230,3,Березовский муниципальный район
2231,0,Кондинский муниципальный район
2232,0,Нефтеюганский муниципальный район
2233,0,Нижневартовский муниципальный район
2234,0,Октябрьский муниципальный район
2235,2,Советский муниципальный район
2236,0,Сургутский муниципальный район
2237,0,Ханты-Мансийский муниципальный район
2238,4,городской округ город Салехард
2241,0,городской округ город Муравленко
2242,0,городской округ город Новый Уренгой
2243,0,городской округ город Ноябрьск
2244,0,муниципальный округ Красноселькупский район
2245,0,муниципальный округ Надымский район
2248,0,муниципальный округ Тазовский район
2249,3,муниципальный округ Шурышкарский район
2250,0,муниципальный округ Ямальский район
2251,2,городской округ город Ульяновск
2252,2,городской округ город Димитровград
2253,2,городской округ город Новоульяновск
2254,1,Базарносызганский муниципальный район
2255,1,Барышский муниципальный район
2256,1,Вешкаймский муниципальный район
2257,1,Инзенский муниципальный район
2258,1,Карсунский муниципальный район
2259,1,Кузоватовский муниципальный район
2260,1,Майнский муниципальный район
2262,1,Николаевский муниципальный район
2264,1,Новоспасский муниципальный район
2265,1,Павловский муниципальный район
2266,1,Радищевский муниципальный район
2267,1,Сенгилеевский муниципальный район
2268,1,Старокулаткинский муниципальный район
2269,1,Старомайнский муниципальный район
2270,1,Сурский муниципальный район
2271,1,Тереньгульский муниципальный район
2272,1,Ульяновский муниципальный район
2274,1,Чердаклинский муниципальный район
2275,2,городской округ Челябинский
2276,2,городской округ Верхнеуфалейский
2278,2,городской округ Карабашский
2279,2,городской округ Копейский
2280,2,городской округ Кыштымский
2281,2,городской округ Магнитогорский
2282,2,городской округ Миасский
2286,2,городской округ Троицкий
2287,2,городской округ Усть-Катавский
2288,2,городской округ Чебаркульский
2289,2,городской округ Южноуральский
2292,1,Аргаяшский муниципальный район
2293,2,Ашинский муниципальный район
2294,1,Брединский муниципальный район
2295,1,Варненский муниципальный район
2296,1,Верхнеуральский муниципальный район
2297,1,Еманжелинский муниципальный район
2298,1,Еткульский муниципальный район
2299,2,Карталинский муниципальный район
2300,1,Каслинский муниципальный район
2301,1,Катав-Ивановский муниципальный район
2302,1,Кизильский муниципальный район
2303,2,Коркинский муниципальный округ
2304,1,Красноармейский муниципальный район
2305,1,Кунашакский муниципальный район
2307,1,Нагайбакский муниципальный район
2308,1,Нязепетровский муниципальный район
2309,1,Октябрьский муниципальный район
2310,1,Пластовский муниципальный район
2311,2,Саткинский муниципальный район
2312,2,Сосновский муниципальный район
2314,1,Увельский муниципальный район
2315,1,Уйский муниципальный район
2316,1,Чебаркульский муниципальный район
2317,1,Чесменский муниципальный район
2318,2,городской округ город Ярославль
2320,2,городской округ город Рыбинск
2321,1,Большесельский муниципальный район
2322,1,Борисоглебский муниципальный район
2323,1,Брейтовский муниципальный район
2324,1,Гаврилов-Ямский муниципальный район
2325,1,Даниловский муниципальный район
2326,1,Любимский муниципальный район
2327,1,Мышкинский муниципальный район
2328,1,Некоузский муниципальный район
2329,1,Некрасовский муниципальный район
2330,1,Первомайский муниципальный район
2332,1,Пошехонский муниципальный район
2333,2,Ростовский муниципальный район
2334,3,Рыбинский муниципальный район
2335,2,Тутаевский муниципальный район
2336,2,Угличский муниципальный район
2337,4,Ярославский муниципальный район
2338,2,городской округ город Биробиджан
2339,3,Биробиджанский муниципальный район
2340,3,Ленинский муниципальный район
2341,0,Облученский муниципальный район
2342,3,Октябрьский муниципальный район
2343,2,Смидовичский муниципальный район
2344,0,городской округ Анадырь
2345,0,городской округ Эгвекинот
2348,0,Анадырский муниципальный район
2349,0,Билибинский муниципальный район
2351,4,внутригородская территория города федерального значения муниципальный округ Коломна
2352,4,внутригородская территория города федерального значения муниципальный округ Сенной округ
2353,4,внутригородская территория города федерального значения муниципальный округ Адмиралтейский округ
2354,4,внутригородская территория города федерального значения муниципальный округ Семеновский
2355,4,внутригородская территория города федерального значения муниципальный округ Измайловское
2356,4,внутригородская территория города федерального значения муниципальный округ Екатерингофский
2357,4,внутригородская территория города федерального значения муниципальный округ № 7
2358,4,внутригородская территория города федерального значения муниципальный округ Васильевский
2359,4,внутригородская территория города федерального значения муниципальный округ Гавань
2360,4,внутригородская территория города федерального значения муниципальный округ Морской
2361,4,внутригородская территория города федерального значения муниципальный округ Остров Декабристов
2362,2,внутригородская территория города федерального значения поселок Левашово
2363,4,внутригородская территория города федерального значения поселок Парголово
2364,4,внутригородская территория города федерального значения муниципальный округ Сампсониевское
2365,4,внутригородская территория города федерального значения муниципальный округ Светлановское
2366,4,внутригородская территория города федерального значения муниципальный округ Сосновское
2367,4,внутригородская территория города федерального значения муниципальный округ № 15
2368,4,внутригородская территория города федерального значения муниципальный округ Сергиевское
2369,4,внутригородская территория города федерального значения муниципальный округ Шувалово-Озерки
2370,4,внутригородская территория города федерального значения поселок Лисий Нос
2371,4,внутригородская территория города федерального значения муниципальный округ Лахта-Ольгино
2372,4,внутригородская территория города федерального значения муниципальный округ № 65
2373,4,внутригородская территория города федерального значения муниципальный округ Ланское
2374,4,внутригородская территория города федерального значения муниципальный округ Комендантский аэродром
2375,4,внутригородская территория города федерального значения муниципальный округ Озеро Долгое
2376,4,внутригородская территория города федерального значения муниципальный округ Юнтолово
2377,4,внутригородская территория города федерального значения муниципальный округ Коломяги
2378,4,внутригородская территория города федерального значения муниципальный округ Гражданка
2379,4,внутригородская территория города федерального значения муниципальный округ Академическое
2380,4,внутригородская территория города федерального значения муниципальный округ Финляндский округ
2381,4,внутригородская территория города федерального значения муниципальный округ № 21
2382,4,внутригородская территория города федерального значения муниципальный округ Пискаревка
2383,4,внутригородская территория города федерального значения муниципальный округ Северный
2384,4,внутригородская территория города федерального значения муниципальный округ Прометей
2385,4,внутригородская территория города федерального значения муниципальный округ Княжево
2386,4,внутригородская территория города федерального значения муниципальный округ Ульянка
2387,4,внутригородская территория города федерального значения муниципальный округ Дачное
2388,4,внутригородская территория города федерального значения муниципальный округ Автово
2389,4,внутригородская территория города федерального значения муниципальный округ Нарвский округ
2390,4,внутригородская территория города федерального значения муниципальный округ Красненькая речка
2391,4,внутригородская территория города федерального значения муниципальный округ Морские ворота
2392,4,внутригородская территория города федерального значения город Колпино
2393,4,внутригородская территория города федерального значения поселок Металлострой
2395,2,внутригородская территория города федерального значения поселок Понтонный
2398,4,внутригородская территория города федерального значения муниципальный округ Полюстрово
2399,4,внутригородская территория города федерального значения муниципальный округ Большая Охта
2400,4,внутригородская территория города федерального значения муниципальный округ Малая Охта
2401,4,внутригородская территория города федерального значения муниципальный округ Пороховые
2402,4,внутригородская территория города федерального значения муниципальный округ Ржевка
2403,2,внутригородская территория города федерального значения город Красное Село
2404,4,внутригородская территория города федерального значения муниципальный округ Юго-Запад
2405,4,внутригородская территория города федерального значения муниципальный округ Южно-Приморский
2406,4,внутригородская территория города федерального значения муниципальный округ Сосновая поляна
2407,4,внутригородская территория города федерального значения муниципальный округ Урицк
2408,2,внутригородская территория города федерального значения муниципальный округ Константиновское
2409,4,внутригородская территория города федерального значения муниципальный округ Горелово
2410,2,внутригородская территория города федерального значения город Кронштадт
2411,2,внутригородская территория города федерального значения город Зеленогорск
2412,4,внутригородская территория города федерального значения город Сестрорецк
2416,4,внутригородская территория города федерального значения поселок Песочный
2422,2,внутригородская территория города федерального значения город Ломоносов
2423,4,внутригородская территория города федерального значения муниципальный округ Московская застава
2424,4,внутригородская территория города федерального значения муниципальный округ Гагаринское
2425,4,внутригородская территория города федерального значения муниципальный округ Новоизмайловское
2426,4,внутригородская территория города федерального значения муниципальный округ Пулковский меридиан
2427,4,внутригородская территория города федерального значения муниципальный округ Звездное
2428,4,внутригородская территория города федерального значения муниципальный округ Невская застава
2429,4,внутригородская территория города федерального значения муниципальный округ Ивановский
2430,4,внутригородская территория города федерального значения муниципальный округ Обуховский
2431,4,внутригородская территория города федерального значения муниципальный округ Рыбацкое
2432,4,внутригородская территория города федерального значения муниципальный округ Народный
2433,4,внутригородская территория города федерального значения муниципальный округ № 54
2434,4,внутригородская территория города федерального значения муниципальный округ Невский округ
2435,4,внутригородская территория города федерального значения муниципальный округ Оккервиль
2436,4,внутригородская территория города федерального значения муниципальный округ Правобережный
2437,4,внутригородская территория города федерального значения город Павловск
2439,4,внутригородская территория города федерального значения муниципальный округ Введенский
2440,4,внутригородская территория города федерального значения муниципальный округ Кронверкское
2441,4,внутригородская территория города федерального значения муниципальный округ Посадский
2442,4,внутригородская территория города федерального значения муниципальный округ Аптекарский остров
2443,4,внутригородская территория города федерального значения муниципальный округ округ Петровский
2444,4,внутригородская территория города федерального значения муниципальный округ Чкаловское
2445,4,внутригородская территория города федерального значения город Петергоф
2446,4,внутригородская территория города федерального значения поселок Стрельна
2447,4,внутригородская территория города федерального значения город Пушкин
2449,4,внутригородская территория города федерального значения поселок Шушары
2450,4,внутригородская территория города федерального значения муниципальный округ Волковское
2451,4,внутригородская территория города федерального значения муниципальный округ № 72
2452,4,внутригородская территория города федерального значения муниципальный округ Купчино
2453,4,внутригородская территория города федерального значения муниципальный округ Георгиевский
2454,4,внутригородская территория города федерального значения муниципальный округ № 75
2455,4,внутригородская территория города федерального значения муниципальный округ Балканский
2456,4,внутригородская территория города федерального значения муниципальный округ Дворцовый округ
2457,4,внутригородская территория города федерального значения муниципальный округ № 78
2458,4,внутригородская территория города федерального значения муниципальный округ Литейный округ
2459,4,внутригородская территория города федерального значения муниципальный округ Смольнинское
2460,4,внутригородская территория города федерального значения муниципальный округ Лиговка-Ямская
2461,4,внутригородская территория города федерального значения муниципальный округ Владимирский округ
2462,4,внутригородская территория города федерального значения муниципальный округ Богородское
2463,4,внутригородская территория города федерального значения муниципальный округ Вешняки
2464,4,внутригородская территория города федерального значения муниципальный округ Восточное Измайлово
2465,4,внутригородская территория города федерального значения муниципальный округ Восточный
2466,4,внутригородская территория города федерального значения муниципальный округ Гольяново
2467,4,внутригородская территория города федерального значения муниципальный округ Ивановское
2468,4,внутригородская территория города федерального значения муниципальный округ Измайлово
2469,4,внутригородская территория города федерального значения муниципальный округ Косино-Ухтомский
2470,4,внутригородская территория города федерального значения муниципальный округ Новогиреево
2471,4,внутригородская территория города федерального значения муниципальный округ Новокосино
2472,4,внутригородская территория города федерального значения муниципальный округ Метрогородок
2473,4,внутригородская территория города федерального значения муниципальный округ Перово
2474,4,внутригородская территория города федерального значения муниципальный округ Северное Измайлово
2475,4,внутригородская территория города федерального значения муниципальный округ Соколиная гора
2476,4,внутригородская территория города федерального значения муниципальный округ Сокольники
2477,4,внутригородская территория города федерального значения муниципальный округ Преображенское
2478,4,внутригородская территория города федерального значения муниципальный округ Внуково
2479,4,внутригородская территория города федерального значения муниципальный округ Дорогомилово
2480,4,внутригородская территория города федерального значения муниципальный округ Крылатское
2481,4,внутригородская территория города федерального значения муниципальный округ Кунцево
2482,4,внутригородская территория города федерального значения муниципальный округ Можайский
2483,4,внутригородская территория города федерального значения муниципальный округ Ново-Переделкино
2484,4,внутригородская территория города федерального значения муниципальный округ Очаково-Матвеевское
2485,4,внутригородская территория города федерального значения муниципальный округ Проспект Вернадского
2486,4,внутригородская территория города федерального значения муниципальный округ Раменки
2487,4,внутригородская территория города федерального значения муниципальный округ Солнцево
2488,4,внутригородская территория города федерального значения муниципальный округ Тропарево-Никулино
2489,4,внутригородская территория города федерального значения муниципальный округ Филевский парк
2490,4,внутригородская территория города федерального значения муниципальный округ Фили-Давыдково
2491,4,внутригородская территория города федерального значения муниципальный округ Крюково
2492,4,внутригородская территория города федерального значения муниципальный округ Матушкино
2493,4,внутригородская территория города федерального значения муниципальный округ Силино
2494,4,внутригородская территория города федерального значения муниципальный округ Аэропорт
2495,4,внутригородская территория города федерального значения муниципальный округ Беговой
2496,4,внутригородская территория города федерального значения муниципальный округ Бескудниковский
2497,4,внутригородская территория города федерального значения муниципальный округ Войковский
2498,4,внутригородская территория города федерального значения муниципальный округ Восточное Дегунино
2499,4,внутригородская территория города федерального значения муниципальный округ Головинский
2500,4,внутригородская территория города федерального значения муниципальный округ Дмитровский
2501,4,внутригородская территория города федерального значения муниципальный округ Западное Дегунино
2502,4,внутригородская территория города федерального значения муниципальный округ Коптево
2503,4,внутригородская территория города федерального значения муниципальный округ Левобережный
2504,4,внутригородская территория города федерального значения муниципальный округ Молжаниновский
2505,4,внутригородская территория города федерального значения муниципальный округ Савеловский
2506,4,внутригородская территория города федерального значения муниципальный округ Сокол
2507,4,внутригородская территория города федерального значения муниципальный округ Тимирязевский
2508,4,внутригородская территория города федерального значения муниципальный округ Ховрино
2509,4,внутригородская территория города федерального значения муниципальный округ Хорошевский
2510,4,внутригородская территория города федерального значения муниципальный округ Алексеевский
2511,4,внутригородская территория города федерального значения муниципальный округ Алтуфьевский
2512,4,внутригородская территория города федерального значения муниципальный округ Бабушкинский
2513,4,внутригородская территория города федерального значения муниципальный округ Бибирево
2514,4,внутригородская территория города федерального значения муниципальный округ Бутырский
2515,4,внутригородская территория города федерального значения муниципальный округ Лианозово
2516,4,внутригородская территория города федерального значения муниципальный округ Лосиноостровский
2517,4,внутригородская территория города федерального значения муниципальный округ Марфино
2518,4,внутригородская территория города федерального значения муниципальный округ Марьина роща
2519,4,внутригородская территория города федерального значения муниципальный округ Останкинский
2520,4,внутригородская территория города федерального значения муниципальный округ Отрадное
2521,4,внутригородская территория города федерального значения муниципальный округ Ростокино
2522,4,внутригородская территория города федерального значения муниципальный округ Свиблово
2523,4,внутригородская территория города федерального значения муниципальный округ Северное Медведково
2524,4,внутригородская территория города федерального значения муниципальный округ Северный
2525,4,внутригородская территория города федерального значения муниципальный округ Южное Медведково
2526,4,внутригородская территория города федерального значения муниципальный округ Ярославский
2527,4,внутригородская территория города федерального значения муниципальный округ Куркино
2528,4,внутригородская территория города федерального значения муниципальный округ Митино
2529,4,внутригородская территория города федерального значения муниципальный округ Покровское-Стрешнево
2530,4,внутригородская территория города федерального значения муниципальный округ Северное Тушино
2531,4,внутригородская территория города федерального значения муниципальный округ Строгино
2532,4,внутригородская территория города федерального значения муниципальный округ Хорошево-Мневники
2533,4,внутригородская территория города федерального значения муниципальный округ Щукино
2534,4,внутригородская территория города федерального значения муниципальный округ Южное Тушино
2535,4,внутригородская территория города федерального значения муниципальный округ Арбат
2536,4,внутригородская территория города федерального значения муниципальный округ Басманный
2537,4,внутригородская территория города федерального значения муниципальный округ Замоскворечье
2538,4,внутригородская территория города федерального значения муниципальное образование Савелки
2539,4,внутригородская территория города федерального значения муниципальный округ Красносельский
2540,4,внутригородская территория города федерального значения муниципальный округ Мещанский
2541,4,внутригородская территория города федерального значения муниципальный округ Пресненский
2542,4,внутригородская территория города федерального значения муниципальный округ Таганский
2543,4,внутригородская территория города федерального значения муниципальный округ Тверской
2544,4,внутригородская территория города федерального значения муниципальный округ Хамовники
2545,4,внутригородская территория города федерального значения муниципальный округ Якиманка
2546,4,внутригородская территория города федерального значения муниципальный округ Выхино-Жулебино
2547,4,внутригородская территория города федерального значения муниципальный округ Капотня
2548,4,внутригородская территория города федерального значения муниципальный округ Кузьминки
2549,4,внутригородская территория города федерального значения муниципальный округ Лефортово
2550,4,внутригородская территория города федерального значения муниципальный округ Люблино
2551,4,внутригородская территория города федерального значения муниципальный округ Марьино
2552,4,внутригородская территория города федерального значения муниципальный округ Некрасовка
2553,4,внутригородская территория города федерального значения муниципальный округ Нижегородский
2554,4,внутригородская территория города федерального значения муниципальный округ Печатники
2555,4,внутригородская территория города федерального значения муниципальный округ Рязанский
2556,4,внутригородская территория города федерального значения муниципальный округ Текстильщики
2557,4,внутригородская территория города федерального значения муниципальный округ Южнопортовый
2558,4,внутригородская территория города федерального значения муниципальный округ Академический
2559,4,внутригородская территория города федерального значения муниципальный округ Гагаринский
2560,4,внутригородская территория города федерального значения муниципальный округ Зюзино
2561,4,внутригородская территория города федерального значения муниципальный округ Коньково
2562,4,внутригородская территория города федерального значения муниципальный округ Котловка
2563,4,внутригородская территория города федерального значения муниципальный округ Ломоносовский
2564,4,внутригородская территория города федерального значения муниципальный округ Обручевский
2565,4,внутригородская территория города федерального значения муниципальный округ Северное Бутово
2566,4,внутригородская территория города федерального значения муниципальный округ Теплый Стан
2567,4,внутригородская территория города федерального значения муниципальный округ Черемушки
2568,4,внутригородская территория города федерального значения муниципальный округ Южное Бутово
2569,4,внутригородская территория города федерального значения муниципальный округ Ясенево
2570,4,внутригородская территория города федерального значения муниципальный округ Бирюлево Восточное
2571,4,внутригородская территория города федерального значения муниципальный округ Бирюлево Западное
2572,4,внутригородская территория города федерального значения муниципальный округ Братеево
2573,4,внутригородская территория города федерального значения муниципальный округ Даниловский
2574,4,внутригородская территория города федерального значения муниципальный округ Донской
2575,4,внутригородская территория города федерального значения муниципальный округ Зябликово
2576,4,внутригородская территория города федерального значения муниципальный округ Москворечье-Сабурово
2577,4,внутригородская территория города федерального значения муниципальный округ Нагатино-Садовники
2578,4,внутригородская территория города федерального значения муниципальный округ Нагатинский затон
2579,4,внутригородская территория города федерального значения муниципальный округ Нагорный
2580,4,внутригородская территория города федерального значения муниципальный округ Орехово-Борисово Северное
2581,4,внутригородская территория города федерального значения муниципальный округ Орехово-Борисово Южное
2582,4,внутригородская территория города федерального значения муниципальный округ Царицыно
2583,4,внутригородская территория города федерального значения муниципальный округ Чертаново Северное
2584,4,внутригородская территория города федерального значения муниципальный округ Чертаново Центральное
2585,4,внутригородская территория города федерального значения муниципальный округ Чертаново Южное
2586,4,внутригородская территория города федерального значения муниципальный округ Старое Крюково
2587,4,внутригородская территория города федерального значения городской округ Троицк
2588,4,внутригородская территория города федерального значения городской округ Щербинка
2589,4,внутригородская территория города федерального значения поселение Внуковское
2590,4,внутригородская территория города федерального значения поселение Воскресенское
2591,2,внутригородская территория города федерального значения поселение Вороновское
2592,4,внутригородская территория города федерального значения поселение Десеновское
2593,4,внутригородская территория города федерального значения поселение Киевский
2595,4,внутригородская территория города федерального значения поселение Кокошкино
2596,2,внутригородская территория города федерального значения поселение Краснопахорское
2597,4,внутригородская территория города федерального значения поселение Марушкинское
2598,2,внутригородская территория города федерального значения поселение Михайлово-Ярцевское
2599,4,внутригородская территория города федерального значения поселение Московский
2600,4,"внутригородская территория города федерального значения поселение Мосрентген"""""
2601,2,внутригородская территория города федерального значения поселение Новофедоровское
2602,4,внутригородская территория города федерального значения поселение Первомайское
2604,4,внутригородская территория города федерального значения поселение Рязановское
2605,4,внутригородская территория города федерального значения поселение Сосенское
2606,4,внутригородская территория города федерального значения поселение Филимонковское
2607,2,внутригородская территория города федерального значения поселение Щаповское
2618,1,Мантуровский муниципальный округ
2619,2,городской округ город Переславль-Залесский
2620,2,городской округ Соликамский
2621,2,городской округ город Березники
2644,2,городской округ Серпухов
2646,2,городской округ город Обнинск
2647,2,Боровский муниципальный район
2648,2,городской округ Лосино-Петровский
2649,2,городской округ Щёлково
2651,4,городской округ Одинцовский
2652,2,городской округ Орехово-Зуевский
2710,2,городской округ Вышневолоцкий
2808,2,городской округ Коломна
2809,2,муниципальный округ Кунгурский
2813,2,городской округ Шатура
2814,4,городской округ Пушкинский
2872,3,муниципальный округ Приуральский район
2876,2,городской округ город-курорт Кисловодск
2879,0,городской округ город Губкинский
2880,2,городской округ город Лабытнанги
2881,2,Предгорный муниципальный округ
2882,0,муниципальный округ Пуровский район
2883,2,муниципальный округ Кимрский
2884,2,муниципальный округ Ржевский
2885,3,муниципальный округ Кудымкарский
2886,2,муниципальный округ Губахинский
2887,2,городской округ город Саратов
3005,2,городской округ город Арзамас
3007,0,Прокопьевский муниципальный округ
3009,2,городской округ город Тамбов
3011,2,городской округ Златоустовский
3012,1,Кусинский муниципальный район
3013,4,городской округ Солнечногорск
