method,s_e,seed,t,alpha
kefrin_t_affect_fe_z2.5,noise2,4,10,0.8907430039771334
kefrin_t_affect_fe_z2.5,noise2,4,11,0.8814871285029611
kefrin_t_affect_fe_z2.5_2pass,noise2,4,0,0.0
kefrin_t_affect_fe_z2.5_2pass,noise2,4,1,0.9354443389485696
kefrin_t_affect_fe_z2.5_2pass,noise2,4,2,0.558378250411216
kefrin_t_affect_fe_z2.5_2pass,noise2,4,3,0.7747917646472399
kefrin_t_affect_fe_z2.5_2pass,noise2,4,4,0.8360968441754079
kefrin_t_affect_fe_z2.5_2pass,noise2,4,5,0.8684954980449138
kefrin_t_affect_fe_z2.5_2pass,noise2,4,6,0.8935856255329366
kefrin_t_affect_fe_z2.5_2pass,noise2,4,7,0.8962293154970163
kefrin_t_affect_fe_z2.5_2pass,noise2,4,8,0.9027046423789269
kefrin_t_affect_fe_z2.5_2pass,noise2,4,9,0.9062538772445141
kefrin_t_affect_fe_z2.5_2pass,noise2,4,10,0.8892570042216421
kefrin_t_affect_fe_z2.5_2pass,noise2,4,11,0.8796248594269706
kefrin_t_affect_fe_z2.5_ma3,noise2,4,0,0.0
kefrin_t_affect_fe_z2.5_ma3,noise2,4,1,0.7152110475183959
kefrin_t_affect_fe_z2.5_ma3,noise2,4,2,0.8536349263803218
kefrin_t_affect_fe_z2.5_ma3,noise2,4,3,0.8385916162070444
kefrin_t_affect_fe_z2.5_ma3,noise2,4,4,0.8199707092047404
kefrin_t_affect_fe_z2.5_ma3,noise2,4,5,0.8634409587641981
kefrin_t_affect_fe_z2.5_ma3,noise2,4,6,0.8706708512803526
kefrin_t_affect_fe_z2.5_ma3,noise2,4,7,0.8732286537793462
kefrin_t_affect_fe_z2.5_ma3,noise2,4,8,0.878314764900373
kefrin_t_affect_fe_z2.5_ma3,noise2,4,9,0.8811558386340854
kefrin_t_affect_fe_z2.5_ma3,noise2,4,10,0.8786762122640072
kefrin_t_affect_fe_z2.5_ma3,noise2,4,11,0.8731271971335501
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,1,0.7002345414989029
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,2,0.9003941692861593
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,3,0.8086103451268385
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,4,0.8136503610954251
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,5,0.8650253405377198
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,6,0.8674945731536332
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,7,0.8707001162180737
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,8,0.8811053086639292
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,9,0.8823933281855393
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,10,0.8790975006357256
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,4,11,0.8700797836207447
kefrin_t_affect,calibrated,0,0,0.0
kefrin_t_affect,calibrated,0,1,0.49905653427076685
kefrin_t_affect,calibrated,0,2,0.5195595646035529
kefrin_t_affect,calibrated,0,3,0.5269516342767334
kefrin_t_affect,calibrated,0,4,0.5303736821185183
kefrin_t_affect,calibrated,0,5,0.5239001095722795
kefrin_t_affect,calibrated,0,6,0.5312859486999815
kefrin_t_affect,calibrated,0,7,0.5233509904520082
kefrin_t_affect,calibrated,0,8,0.5228155140105343
kefrin_t_affect,calibrated,0,9,0.5228266740069262
kefrin_t_affect,calibrated,0,10,0.5276971576405385
kefrin_t_affect,calibrated,0,11,0.535593237403148
kefrin_t_affect_fe_noreset,calibrated,0,0,0.0
kefrin_t_affect_fe_noreset,calibrated,0,1,0.8506437787429465
kefrin_t_affect_fe_noreset,calibrated,0,2,0.5475219032357556
kefrin_t_affect_fe_noreset,calibrated,0,3,0.6210793092208531
kefrin_t_affect_fe_noreset,calibrated,0,4,0.7404772920667789
kefrin_t_affect_fe_noreset,calibrated,0,5,0.8219696521359284
kefrin_t_affect_fe_noreset,calibrated,0,6,0.7879868345998706
kefrin_t_affect_fe_noreset,calibrated,0,7,0.5672930095020138
kefrin_t_affect_fe_noreset,calibrated,0,8,0.4796380206501083
kefrin_t_affect_fe_noreset,calibrated,0,9,0.5873542746354439
kefrin_t_affect_fe_noreset,calibrated,0,10,0.6903527396447252
kefrin_t_affect_fe_noreset,calibrated,0,11,0.7616022401557085
kefrin_t_affect_fe_z4,calibrated,0,0,0.0
kefrin_t_affect_fe_z4,calibrated,0,1,0.8506437787429465
kefrin_t_affect_fe_z4,calibrated,0,2,0.6235481524476497
kefrin_t_affect_fe_z4,calibrated,0,3,0.6936703718833658
kefrin_t_affect_fe_z4,calibrated,0,4,0.8675654332332716
kefrin_t_affect_fe_z4,calibrated,0,5,0.921061868465727
kefrin_t_affect_fe_z4,calibrated,0,6,0.8261600559440404
kefrin_t_affect_fe_z4,calibrated,0,7,0.8338607764689636
kefrin_t_affect_fe_z4,calibrated,0,8,0.8465880301094633
kefrin_t_affect_fe_z4,calibrated,0,9,0.8786905576338797
kefrin_t_affect_fe_z4,calibrated,0,10,0.8755951133415759
kefrin_t_affect_fe_z4,calibrated,0,11,0.8945251095945488
kefrin_t_affect_fe_z2.5,calibrated,0,0,0.0
kefrin_t_affect_fe_z2.5,calibrated,0,1,0.8506437787429465
kefrin_t_affect_fe_z2.5,calibrated,0,2,0.6701504238440166
kefrin_t_affect_fe_z2.5,calibrated,0,3,0.7309575440308692
kefrin_t_affect_fe_z2.5,calibrated,0,4,0.8727220848998558
kefrin_t_affect_fe_z2.5,calibrated,0,5,0.9169075636286447
kefrin_t_affect_fe_z2.5,calibrated,0,6,0.8043763304989298
kefrin_t_affect_fe_z2.5,calibrated,0,7,0.8442848240412014
kefrin_t_affect_fe_z2.5,calibrated,0,8,0.856032113449178
kefrin_t_affect_fe_z2.5,calibrated,0,9,0.8317825598600095
kefrin_t_affect_fe_z2.5,calibrated,0,10,0.8703716633565795
kefrin_t_affect_fe_z2.5,calibrated,0,11,0.9208629531963161
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,0,0.0
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,1,0.7934438946702604
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,2,0.7071457254276146
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,3,0.7296403541084328
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,4,0.9002743216463526
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,5,0.9140606120532341
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,6,0.807961605805869
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,7,0.8614499874263206
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,8,0.8535618460995461
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,9,0.7976857931840822
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,10,0.8723825919598679
kefrin_t_affect_fe_z2.5_2pass,calibrated,0,11,0.9265230803642702
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,0,0.0
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,1,0.5227699453180269
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,2,0.5940684778801221
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,3,0.5585185554077852
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,4,0.6507228696543825
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,5,0.6277111890209087
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,6,0.5518024666390672
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,7,0.3883915602197523
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,8,0.49544182814987264
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,9,0.6073802994389392
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,10,0.6010353770851925
kefrin_t_affect_fe_z2.5_ma3,calibrated,0,11,0.684971887381693
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,1,0.4462112789819707
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,2,0.5616420763801946
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,3,0.6053038380486832
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,4,0.7645405093338692
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,5,0.6393321098342002
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,6,0.5897936417446993
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,7,0.3942245168168626
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,8,0.47020646390415255
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,9,0.6181196026512485
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,10,0.5796471706687419
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,0,11,0.7099935447742219
kefrin_t_affect,calibrated,1,0,0.0
kefrin_t_affect,calibrated,1,1,0.5000083245758672
kefrin_t_affect,calibrated,1,2,0.5054434282005715
kefrin_t_affect,calibrated,1,3,0.5270120044361584
kefrin_t_affect,calibrated,1,4,0.5307068506182351
kefrin_t_affect,calibrated,1,5,0.5347410522322287
kefrin_t_affect,calibrated,1,6,0.533429764002477
kefrin_t_affect,calibrated,1,7,0.5219658461332563
kefrin_t_affect,calibrated,1,8,0.5271497539522125
kefrin_t_affect,calibrated,1,9,0.5256810040717541
kefrin_t_affect,calibrated,1,10,0.5216304192706969
kefrin_t_affect,calibrated,1,11,0.5249509051235447
kefrin_t_affect_fe_noreset,calibrated,1,0,0.0
kefrin_t_affect_fe_noreset,calibrated,1,1,0.9168923215378484
kefrin_t_affect_fe_noreset,calibrated,1,2,0.5317805842213937
kefrin_t_affect_fe_noreset,calibrated,1,3,0.7039255910050918
kefrin_t_affect_fe_noreset,calibrated,1,4,0.7798170442895216
kefrin_t_affect_fe_noreset,calibrated,1,5,0.8209167780471747
kefrin_t_affect_fe_noreset,calibrated,1,6,0.8568708230091499
kefrin_t_affect_fe_noreset,calibrated,1,7,0.6966723142843609
kefrin_t_affect_fe_noreset,calibrated,1,8,0.5464719870695642
kefrin_t_affect_fe_noreset,calibrated,1,9,0.560579026619473
kefrin_t_affect_fe_noreset,calibrated,1,10,0.6023673658375189
kefrin_t_affect_fe_noreset,calibrated,1,11,0.7241942928637404
kefrin_t_affect_fe_z4,calibrated,1,0,0.0
kefrin_t_affect_fe_z4,calibrated,1,1,0.9168923215378484
kefrin_t_affect_fe_z4,calibrated,1,2,0.5381139022769836
kefrin_t_affect_fe_z4,calibrated,1,3,0.7637763946725672
kefrin_t_affect_fe_z4,calibrated,1,4,0.8661287893026121
kefrin_t_affect_fe_z4,calibrated,1,5,0.8954096734683391
kefrin_t_affect_fe_z4,calibrated,1,6,0.8758585215639233
kefrin_t_affect_fe_z4,calibrated,1,7,0.8283733216243806
kefrin_t_affect_fe_z4,calibrated,1,8,0.8145988160020259
kefrin_t_affect_fe_z4,calibrated,1,9,0.8392399247093687
kefrin_t_affect_fe_z4,calibrated,1,10,0.8310124139723307
kefrin_t_affect_fe_z4,calibrated,1,11,0.8921511542503124
kefrin_t_affect_fe_z2.5,calibrated,1,0,0.0
kefrin_t_affect_fe_z2.5,calibrated,1,1,0.9168923215378484
kefrin_t_affect_fe_z2.5,calibrated,1,2,0.5672259872778606
kefrin_t_affect_fe_z2.5,calibrated,1,3,0.7692242753994649
kefrin_t_affect_fe_z2.5,calibrated,1,4,0.8776788406967535
kefrin_t_affect_fe_z2.5,calibrated,1,5,0.9045816386896524
kefrin_t_affect_fe_z2.5,calibrated,1,6,0.8740609294738705
kefrin_t_affect_fe_z2.5,calibrated,1,7,0.8457533964884526
kefrin_t_affect_fe_z2.5,calibrated,1,8,0.8593995738856477
kefrin_t_affect_fe_z2.5,calibrated,1,9,0.90064247154238
kefrin_t_affect_fe_z2.5,calibrated,1,10,0.8663228848490583
kefrin_t_affect_fe_z2.5,calibrated,1,11,0.9009262947377167
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,0,0.0
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,1,0.8818220424004473
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,2,0.5925182016975389
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,3,0.7835907603109132
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,4,0.8837839164309736
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,5,0.9056392471663238
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,6,0.8765422225958638
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,7,0.8404200371735008
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,8,0.858905964205439
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,9,0.8998592783993175
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,10,0.8822232881319662
kefrin_t_affect_fe_z2.5_2pass,calibrated,1,11,0.8985716453111477
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,0,0.0
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,1,0.3868095518866461
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,2,0.46663019606724326
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,3,0.6972049487675476
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,4,0.8497955935542063
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,5,0.9162096091271444
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,6,0.7299667183963787
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,7,0.37312681066330017
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,8,0.5357249597071889
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,9,0.5759069170433707
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,10,0.5881152571521466
kefrin_t_affect_fe_z2.5_ma3,calibrated,1,11,0.6709374006227987
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,1,0.3002210278124666
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,2,0.4860121509248022
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,3,0.6667270938846641
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,4,0.8441178656884882
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,5,0.9132342842130273
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,6,0.729124562939409
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,7,0.36848382460155876
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,8,0.5350387650439394
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,9,0.5749767787265662
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,10,0.5876750398189158
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,1,11,0.6704703599467183
kefrin_t_affect,calibrated,2,0,0.0
kefrin_t_affect,calibrated,2,1,0.4998376185057568
kefrin_t_affect,calibrated,2,2,0.5106335843806955
kefrin_t_affect,calibrated,2,3,0.5300018899752662
kefrin_t_affect,calibrated,2,4,0.5233856105049265
kefrin_t_affect,calibrated,2,5,0.5222691793189029
kefrin_t_affect,calibrated,2,6,0.5432073000008899
kefrin_t_affect,calibrated,2,7,0.5047888036008128
kefrin_t_affect,calibrated,2,8,0.5240928953946488
kefrin_t_affect,calibrated,2,9,0.5305629244569784
kefrin_t_affect,calibrated,2,10,0.529387190813114
kefrin_t_affect,calibrated,2,11,0.5233500780340841
kefrin_t_affect_fe_noreset,calibrated,2,0,0.0
kefrin_t_affect_fe_noreset,calibrated,2,1,0.9035533820570067
kefrin_t_affect_fe_noreset,calibrated,2,2,0.5327722193589887
kefrin_t_affect_fe_noreset,calibrated,2,3,0.7391767638543363
kefrin_t_affect_fe_noreset,calibrated,2,4,0.7150819612083563
kefrin_t_affect_fe_noreset,calibrated,2,5,0.7827355860098334
kefrin_t_affect_fe_noreset,calibrated,2,6,0.8003010980369701
kefrin_t_affect_fe_noreset,calibrated,2,7,0.5200708612837872
kefrin_t_affect_fe_noreset,calibrated,2,8,0.5190325790594602
kefrin_t_affect_fe_noreset,calibrated,2,9,0.6749886033713504
kefrin_t_affect_fe_noreset,calibrated,2,10,0.6893143796680591
kefrin_t_affect_fe_noreset,calibrated,2,11,0.7247777128039935
kefrin_t_affect_fe_z4,calibrated,2,0,0.0
kefrin_t_affect_fe_z4,calibrated,2,1,0.9035533820570067
kefrin_t_affect_fe_z4,calibrated,2,2,0.635414921210826
kefrin_t_affect_fe_z4,calibrated,2,3,0.823457076993946
kefrin_t_affect_fe_z4,calibrated,2,4,0.8550430960662184
kefrin_t_affect_fe_z4,calibrated,2,5,0.8977077912158002
kefrin_t_affect_fe_z4,calibrated,2,6,0.8357368480669739
kefrin_t_affect_fe_z4,calibrated,2,7,0.8553869856360318
kefrin_t_affect_fe_z4,calibrated,2,8,0.7805512543380054
kefrin_t_affect_fe_z4,calibrated,2,9,0.8345558191825811
kefrin_t_affect_fe_z4,calibrated,2,10,0.9123355093474734
kefrin_t_affect_fe_z4,calibrated,2,11,0.8946339211811798
kefrin_t_affect_fe_z2.5,calibrated,2,0,0.0
kefrin_t_affect_fe_z2.5,calibrated,2,1,0.9035533820570067
kefrin_t_affect_fe_z2.5,calibrated,2,2,0.6492493507504659
kefrin_t_affect_fe_z2.5,calibrated,2,3,0.8116295855814963
kefrin_t_affect_fe_z2.5,calibrated,2,4,0.8607447091074926
kefrin_t_affect_fe_z2.5,calibrated,2,5,0.8867540989077797
kefrin_t_affect_fe_z2.5,calibrated,2,6,0.8134934349979653
kefrin_t_affect_fe_z2.5,calibrated,2,7,0.8909103121109702
kefrin_t_affect_fe_z2.5,calibrated,2,8,0.8669353227794568
kefrin_t_affect_fe_z2.5,calibrated,2,9,0.8547952335632594
kefrin_t_affect_fe_z2.5,calibrated,2,10,0.8974631928382198
kefrin_t_affect_fe_z2.5,calibrated,2,11,0.9055790620726621
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,0,0.0
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,1,0.8889361441717704
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,2,0.6926868547585486
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,3,0.8055297776556762
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,4,0.8567325438495936
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,5,0.8688763215076128
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,6,0.8157624029681637
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,7,0.8927651580668909
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,8,0.8990305634579777
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,9,0.8474998546630373
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,10,0.9091051643419839
kefrin_t_affect_fe_z2.5_2pass,calibrated,2,11,0.9184793894659617
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,0,0.0
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,1,0.8207608288319201
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,2,0.4886482981417873
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,3,0.6178769117622649
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,4,0.7965950725586387
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,5,0.8991176803518232
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,6,0.8976403411108862
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,7,0.4279269388627403
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,8,0.5848613886662046
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,9,0.6779268461486923
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,10,0.7847711264877787
kefrin_t_affect_fe_z2.5_ma3,calibrated,2,11,0.8620230057196732
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,1,0.682466317751404
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,2,0.5771668531643541
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,3,0.6488059326169763
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,4,0.7614943872623979
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,5,0.9018874897483763
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,6,0.8382593069953733
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,7,0.40866264919308604
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,8,0.6293593157482523
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,9,0.6132290610058302
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,10,0.6599546724021982
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,2,11,0.815506661323852
kefrin_t_affect,calibrated,3,0,0.0
kefrin_t_affect,calibrated,3,1,0.4950823185651685
kefrin_t_affect,calibrated,3,2,0.5201502469043288
kefrin_t_affect,calibrated,3,3,0.5193345806291525
kefrin_t_affect,calibrated,3,4,0.5303795832810362
kefrin_t_affect,calibrated,3,5,0.5294556275159998
kefrin_t_affect,calibrated,3,6,0.529784996723815
kefrin_t_affect,calibrated,3,7,0.5167404811666527
kefrin_t_affect,calibrated,3,8,0.5216128673959154
kefrin_t_affect,calibrated,3,9,0.5230144337691028
kefrin_t_affect,calibrated,3,10,0.5259451106110432
kefrin_t_affect,calibrated,3,11,0.5257923733255669
kefrin_t_affect_fe_noreset,calibrated,3,0,0.0
kefrin_t_affect_fe_noreset,calibrated,3,1,0.9356835761765739
kefrin_t_affect_fe_noreset,calibrated,3,2,0.5582914903874973
kefrin_t_affect_fe_noreset,calibrated,3,3,0.6586274845531613
kefrin_t_affect_fe_noreset,calibrated,3,4,0.7407714399704413
kefrin_t_affect_fe_noreset,calibrated,3,5,0.8516539737376979
kefrin_t_affect_fe_noreset,calibrated,3,6,0.8254283021715239
kefrin_t_affect_fe_noreset,calibrated,3,7,0.8024331457912466
kefrin_t_affect_fe_noreset,calibrated,3,8,0.3986994692874554
kefrin_t_affect_fe_noreset,calibrated,3,9,0.5872011249062602
kefrin_t_affect_fe_noreset,calibrated,3,10,0.7242516826345788
kefrin_t_affect_fe_noreset,calibrated,3,11,0.6730661145958433
kefrin_t_affect_fe_z4,calibrated,3,0,0.0
kefrin_t_affect_fe_z4,calibrated,3,1,0.9356835761765739
kefrin_t_affect_fe_z4,calibrated,3,2,0.5889910313041199
kefrin_t_affect_fe_z4,calibrated,3,3,0.74568971102906
kefrin_t_affect_fe_z4,calibrated,3,4,0.8685094756004487
kefrin_t_affect_fe_z4,calibrated,3,5,0.8966767609364718
kefrin_t_affect_fe_z4,calibrated,3,6,0.8249037241968019
kefrin_t_affect_fe_z4,calibrated,3,7,0.8795783229468774
kefrin_t_affect_fe_z4,calibrated,3,8,0.8513199713061282
kefrin_t_affect_fe_z4,calibrated,3,9,0.8482124170554263
kefrin_t_affect_fe_z4,calibrated,3,10,0.859777815017849
kefrin_t_affect_fe_z4,calibrated,3,11,0.844066666551655
kefrin_t_affect_fe_z2.5,calibrated,3,0,0.0
kefrin_t_affect_fe_z2.5,calibrated,3,1,0.9356835761765739
kefrin_t_affect_fe_z2.5,calibrated,3,2,0.5808435636097389
kefrin_t_affect_fe_z2.5,calibrated,3,3,0.7379641921498231
kefrin_t_affect_fe_z2.5,calibrated,3,4,0.8892672201684949
kefrin_t_affect_fe_z2.5,calibrated,3,5,0.9170321522076088
kefrin_t_affect_fe_z2.5,calibrated,3,6,0.8292223990245646
kefrin_t_affect_fe_z2.5,calibrated,3,7,0.8995472065170526
kefrin_t_affect_fe_z2.5,calibrated,3,8,0.8913670216079352
kefrin_t_affect_fe_z2.5,calibrated,3,9,0.8715540922873259
kefrin_t_affect_fe_z2.5,calibrated,3,10,0.8916396511285505
kefrin_t_affect_fe_z2.5,calibrated,3,11,0.9012938291799256
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,0,0.0
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,1,0.925523306992462
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,2,0.5913081831247214
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,3,0.7690936672001133
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,4,0.8809870062424678
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,5,0.8923065201659418
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,6,0.8315224375066601
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,7,0.9015399318159866
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,8,0.892053142877245
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,9,0.8865465504893554
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,10,0.8883537134156223
kefrin_t_affect_fe_z2.5_2pass,calibrated,3,11,0.9011228066885674
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,0,0.0
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,1,0.7673771637892344
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,2,0.42743640182090564
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,3,0.5546334572043395
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,4,0.7160873388628871
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,5,0.800988861774273
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,6,0.5270431101950426
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,7,0.4574237455844383
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,8,0.5680372478250397
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,9,0.6445180867008891
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,10,0.5274266984990605
kefrin_t_affect_fe_z2.5_ma3,calibrated,3,11,0.682316008250422
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,1,0.45353144898153186
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,2,0.4439427774053905
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,3,0.7585895663324558
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,4,0.8213998569379467
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,5,0.9005847551775442
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,6,0.46457367063189803
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,7,0.45573358344500126
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,8,0.5741594161653834
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,9,0.614953379141912
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,10,0.5366950005007408
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,3,11,0.6625477740035343
kefrin_t_affect,calibrated,4,0,0.0
kefrin_t_affect,calibrated,4,1,0.4915176002191876
kefrin_t_affect,calibrated,4,2,0.5225280655196076
kefrin_t_affect,calibrated,4,3,0.5271586205854375
kefrin_t_affect,calibrated,4,4,0.5287026411481448
kefrin_t_affect,calibrated,4,5,0.527352131625537
kefrin_t_affect,calibrated,4,6,0.5323871825450961
kefrin_t_affect,calibrated,4,7,0.519947772545407
kefrin_t_affect,calibrated,4,8,0.5235764446734841
kefrin_t_affect,calibrated,4,9,0.5255323598912454
kefrin_t_affect,calibrated,4,10,0.5282374262008033
